22:03:27.778 [nioEventLoopGroup-2-1] INFO  version1.server.ServerListener - bind success at port:18080
22:03:40.592 [nioEventLoopGroup-5-2] INFO  v.zmove.single.ActionMsgProcessor - action put perflow totalnum8
22:03:40.592 [nioEventLoopGroup-5-2] INFO  version1.channel.BaseChannelHandler - channel read
22:03:40.592 [nioEventLoopGroup-5-2] INFO  version1.channel.ActionChannel - receive a action put ack1611695020592
22:03:40.592 [nioEventLoopGroup-5-2] INFO  v.zmove.single.ActionMsgProcessor - action put perflow current time1611695020592
22:03:40.592 [nioEventLoopGroup-5-2] INFO  v.zmove.single.ActionMsgProcessor - action put perflow count5
22:03:40.592 [nioEventLoopGroup-5-2] INFO  v.zmove.single.ActionMsgProcessor - action put perflow totalnum8
22:03:40.593 [nioEventLoopGroup-5-2] INFO  version1.channel.BaseChannelHandler - channel read
22:03:40.593 [nioEventLoopGroup-5-2] INFO  version1.channel.ActionChannel - receive a action put ack1611695020593
22:03:40.593 [nioEventLoopGroup-5-2] INFO  v.zmove.single.ActionMsgProcessor - action put perflow current time1611695020593
22:03:40.593 [nioEventLoopGroup-5-2] INFO  v.zmove.single.ActionMsgProcessor - action put perflow count6
22:03:40.595 [nioEventLoopGroup-3-2] INFO  version1.channel.BaseChannelHandler - channel read
22:03:40.595 [nioEventLoopGroup-3-2] INFO  version1.channel.ConnectionChannel - process message begin
22:03:40.595 [nioEventLoopGroup-3-2] INFO  version1.channel.ConnectionChannel - receive a conn putAck1611695020595
22:03:40.595 [nioEventLoopGroup-3-2] INFO  v.zmove.single.ConnMsgProcessor - conn putperflow ack current time1611695020595
22:03:40.595 [nioEventLoopGroup-3-2] INFO  v.zmove.single.ConnMsgProcessor - connection put perflow count4
22:03:40.596 [nioEventLoopGroup-3-2] INFO  v.zmove.single.ConnMsgProcessor - connection put perflow totalnum5
22:03:40.596 [nioEventLoopGroup-3-2] INFO  version1.channel.BaseChannelHandler - channel read
22:03:40.596 [nioEventLoopGroup-3-2] INFO  version1.channel.ConnectionChannel - process message begin
22:03:40.596 [nioEventLoopGroup-3-2] INFO  version1.channel.ConnectionChannel - receive a conn putAck1611695020596
22:03:40.596 [nioEventLoopGroup-3-2] INFO  v.zmove.single.ConnMsgProcessor - conn putperflow ack current time1611695020596
22:03:40.596 [nioEventLoopGroup-3-2] INFO  v.zmove.single.ConnMsgProcessor - connection put perflow count5
22:03:40.596 [nioEventLoopGroup-3-2] INFO  v.zmove.single.ConnMsgProcessor - connection put perflow totalnum5
22:03:40.596 [nioEventLoopGroup-3-2] INFO  v.zmove.single.ConnMsgProcessor - set a stateStorage Ack
22:03:40.596 [nioEventLoopGroup-3-2] INFO  v.zmove.single.ConnStateStorage - set a conn stateStorage ack
22:03:40.596 [nioEventLoopGroup-5-2] INFO  v.zmove.single.ActionMsgProcessor - action put perflow totalnum8
22:03:40.597 [nioEventLoopGroup-5-2] INFO  version1.channel.BaseChannelHandler - channel read
22:03:40.597 [nioEventLoopGroup-5-2] INFO  version1.channel.ActionChannel - receive a action put ack1611695020597
22:03:40.597 [nioEventLoopGroup-5-2] INFO  v.zmove.single.ActionMsgProcessor - action put perflow current time1611695020597
22:03:40.597 [nioEventLoopGroup-5-2] INFO  v.zmove.single.ActionMsgProcessor - action put perflow count7
22:03:40.597 [nioEventLoopGroup-5-2] INFO  v.zmove.single.ActionMsgProcessor - action put perflow totalnum8
22:03:40.597 [nioEventLoopGroup-5-2] INFO  version1.channel.BaseChannelHandler - channel read
22:03:40.597 [nioEventLoopGroup-5-2] INFO  version1.channel.ActionChannel - receive a action put ack1611695020597
22:03:40.597 [nioEventLoopGroup-5-2] INFO  v.zmove.single.ActionMsgProcessor - action put perflow current time1611695020597
22:03:40.597 [nioEventLoopGroup-5-2] INFO  v.zmove.single.ActionMsgProcessor - action put perflow count8
22:03:40.597 [nioEventLoopGroup-5-2] INFO  v.zmove.single.ActionMsgProcessor - action put perflow totalnum8
22:03:40.597 [nioEventLoopGroup-5-2] INFO  v.zmove.single.ActionMsgProcessor - test receive ack process
22:03:40.597 [nioEventLoopGroup-5-2] INFO  v.zmove.single.ActionStateStorage - set a action stateStorage ack
22:03:40.598 [pool-3-thread-1] INFO  v.zmove.single.MoveProcessControl - receive double ack1611695020598
22:03:40.602 [pool-3-thread-1] INFO  v.zmove.single.MoveProcessControl - begin to change forward direction
22:03:40.603 [pool-3-thread-1] INFO  v.zmove.single.MoveProcessControl - end move time1611695020598
22:03:40.603 [pool-3-thread-1] INFO  v.zmove.single.MoveProcessControl - total move time241
22:03:45.291 [nioEventLoopGroup-5-2] INFO  v.channel.ActionChannelHandler - 客户端：/192.168.0.2:53877掉线
22:03:45.292 [nioEventLoopGroup-5-2] INFO  v.channel.ActionChannelHandler - 客户端：/192.168.0.2:53877已断开
22:03:45.292 [nioEventLoopGroup-5-1] INFO  v.channel.ActionChannelHandler - 客户端：/192.168.0.1:51498掉线
22:03:45.292 [nioEventLoopGroup-5-1] INFO  v.channel.ActionChannelHandler - 客户端：/192.168.0.1:51498已断开
22:03:45.293 [nioEventLoopGroup-3-1] INFO  v.channel.ConnectionChannelHandler - 客户端：/192.168.0.1:50865掉线
22:03:45.293 [nioEventLoopGroup-3-1] INFO  v.channel.ConnectionChannelHandler - 客户端：/192.168.0.1:50865已断开
22:03:45.294 [nioEventLoopGroup-3-2] INFO  v.channel.ConnectionChannelHandler - 客户端：/192.168.0.2:44307掉线
22:03:45.294 [nioEventLoopGroup-3-2] INFO  v.channel.ConnectionChannelHandler - 客户端：/192.168.0.2:44307已断开
